index_items,product_name,category_name,sub_category,brand_name,sale_price,market_price,type_product,rating_product,price_segment
2,Water Bottle - Orange,Kitchen Garden & Pets,Storage & Accessories,Mastercook,180,180,Water & Fridge Bottles,2.3,Medium
3,Brass Angle Deep - Plain No.2,Cleaning & Household,Pooja Needs,Trm,119,250,Lamp & Lamp Oil,3.4,Medium
4,Cereal Flip Lid Container/Storage Jar - Assorted Colour,Cleaning & Household,Bins & Bathroom Ware,Nakoda,149,176,Laundry Storage Baskets,3.7,Medium
5,Creme Soft Soap - For Hands & Body,Beauty & Hygiene,Bath & Hand Wash,Nivea,162,162,Bathing Bars & Soaps,4.4,Medium
56,Soothing Cucumber Facial Scrub With Apricot Seeds,Beauty & Hygiene,Skin Care,TJORI,299.4,499,Face Care,,Medium
57,Foochka,Snacks & Branded Foods,Ready To Cook & Eat,Shareat,60,60,Papads Ready To Fry,3.9,Low
58,Argan-Liquid Gold Hair Spa,Beauty & Hygiene,Hair Care,Aroma Treasures,199.5,210,Hair & Scalp Treatment,4.4,Medium
108,Henna & Ginseng Anti Hair Loss Shampoo,Beauty & Hygiene,Hair Care,Jovees,137.75,145,Shampoo & Conditioner,3.6,Medium
109,Sandwich Toaster - Non-Stick Gas,Kitchen Garden & Pets,Cookware & Non Stick,Omega,249,315,Kadai & Fry Pans,3.3,Medium
110,Baby Cereal - Ragi Almond & Banana 6-8 Months No Preservatives No Artificial Colours,Baby Care,Baby Food & Formula,Slurrp Farm,349,349,Baby Food,4,Medium
111,Incense Sticks - Sandal,Cleaning & Household,Pooja Needs,Ambica,60,60,Agarbatti Incense Sticks,4.6,Low
161,One Touch Air Purifier Freshener - Floral Bouquet Refill,Cleaning & Household,Fresheners & Repellents,Odonil,77,77,Air Freshener,4.2,Low
162,Water/Juice Glass,Kitchen Garden & Pets,Crockery & Cutlery,Yera,189,220,Glassware,3.7,Medium
163,Color Naturals Creme Riche Ultra Hair Color - Raspberry Red,Beauty & Hygiene,Hair Care,Garnier,199,199,Hair Color,4.1,Medium
165,Silver Needles Tulsi White Tea Bags - Rich In Antioxidants Pure Tea Buds,Gourmet & World Food,Drinks & Beverages,Sancha,450,450,Gourmet Tea & Tea Bags,,Medium
214,Apple Cider Vinegar - Raw Unfiltered Unpasteurized with Cinamon & Honey,Gourmet & World Food,Oils & Vinegar,Zoe,449.1,499,Balsamic & Cider Vinegar,5,Medium
216,Wonderz Milk Shakes - Classic Vanilla,Bakery Cakes & Dairy,Dairy,Sunfeast,29.75,35,Flavoured Soya Milk,4.5,Low
217,Marie Light Biscuits - Oats Fibre,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,25,25,Marie Health Digestive,4.3,Low
218,Masala - Chicken,Foodgrains Oil & Masala,Masalas & Spices,Annapoorna,28,28,Blended Masalas,4.8,Low
219,Dark Chocolate- 55% Rich In Cocoa,Snacks & Branded Foods,Chocolates & Candies,Amul,87.12,100,Chocolates,4.3,Low
220,Gentle Baby Wipes,Baby Care,Diapers & Wipes,Himalaya,699,699,Baby Wipes,4.1,High
268,Ayurvedic Soap,Beauty & Hygiene,Bath & Hand Wash,Chandrika,230.4,288,Bathing Bars & Soaps,4.4,Medium
269,Glass Matt Finish Bottle With Plastic Cap - Blue BB1324,Kitchen Garden & Pets,Storage & Accessories,DP,169,309,Water & Fridge Bottles,,Medium
270,Perfume - Youth Dew EDP Spray,Beauty & Hygiene,Fragrances & Deos,Estee Lauder,3500,3500,Eau De Parfum,,High
271,Cotton Swabs,Beauty & Hygiene,Health & Medicine,Tulips,109,109,Cotton & Ear Buds,4,Medium
272,Organic Idly - Oats,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,125,125,Breakfast & Snack Mixes,,Medium
273,Red Curry,Gourmet & World Food,Cooking & Baking Needs,Real Thai,270,270,Curry Paste Coconut Milk,4.4,Medium
321,Soft Drink - Lime Flavoured,Beverages,Energy & Soft Drinks,Sprite,38,40,Cold Drinks,4.3,Low
322,Coffee Creamer - Coffee-Mate,Gourmet & World Food,Drinks & Beverages,Nestle,425,425,Coffee & Pre-Mix,,Medium
323,Royce Premium High Quality Pedal Plastic Dustbin / Garbage Bin - Blue,Cleaning & Household,Bins & Bathroom Ware,MVS,219,265,Dustbins,2.8,Medium
324,Khaas Shampoo Bar - Heena Amla,Beauty & Hygiene,Hair Care,Stonesoup,295,295,Shampoo & Conditioner,,Medium
375,Milly Magic Chocolate Balls - Gluten Free,Snacks & Branded Foods,Breakfast Cereals,Schar,485,485,Kids Cereal,4,Medium
376,Millet Based Nutrition Bar - Classic,Gourmet & World Food,Cereals & Breakfast,Ah!rogya Bar,20,20,Cereal & Granola Bars,4,Low
377,Bathroom Cleaner - Liquid Hand Made,Cleaning & Household,All Purpose Cleaners,Wild Ideas,120,120,Toilet Cleaners,3.5,Medium
378,Kodo Millet Rice - Pesticide Free,Foodgrains Oil & Masala,Dals & Pulses,Safe Harvest,84.15,85,Cereals & Millets,4.1,Low
379,Amla Juice,Beverages,Fruit Juices & Drinks,Patanjali,220,220,Juices,,Medium
380,Cheddar - English,Gourmet & World Food,Dairy & Cheese,Dairy Craft,530,530,International Cheese,,High
381,Power - Fresh Breath Fluoride Toothpaste 100 g + Sensitive Toothpaste 80 g,Beauty & Hygiene,Oral Care,Clove,203.99,240,Toothpaste,,Medium
382,Matcha Moringa Bar Bites - Mini Gluten-free Vegan,Gourmet & World Food,Chocolates & Biscuits,She made,112.56,168,Cookies Biscotti Wafer,,Medium
384,Wipeout Germ Killing Soap,Beauty & Hygiene,Bath & Hand Wash,MyGlamm,55.2,69,Hand Wash & Sanitizers,4,Low
428,Multipurpose Germ Protection Anti-Bacterial Wipes With Lemon Fragrance,Cleaning & Household,All Purpose Cleaners,Corsafe Advance,100,100,Disinfectant Spray & Cleaners,,Medium
429,Basmati Rice/Basmati Akki - Rozana Super 90,Foodgrains Oil & Masala,Rice & Rice Products,Daawat,340,390,Basmati Rice,3.9,Medium
430,Milk power Frappe Milkshake - Belgian Chocolate,Bakery Cakes & Dairy,Dairy,Real,27,30,Flavoured Soya Milk,4.2,Low
431,Peanut Butter - Unsweetened Crunchy,Snacks & Branded Foods,Spreads Sauces Ketchup,Happy Jars,275,275,Choco & Nut Spread,3.8,Medium
432,Salem Turmeric Powder/Arisina Pudi,Foodgrains Oil & Masala,Masalas & Spices,Orika,24.75,33,Powdered Spices,4.4,Low
480,Bounce Biscuits - Elaichi Creme,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,27,30,Cream Biscuits & Wafers,4.1,Low
482,Olive Oil - Classic,Gourmet & World Food,Oils & Vinegar,La Espanola,589,1350,Pure Pomace Olive Oil,,High
483,Light Soy Sauce - Reduced Salt,Gourmet & World Food,Sauces Spreads & Dips,Tai Hua,346.5,385,Thai & Asian Sauces,3.9,Medium
484,Kitchen Cleaning/Dusting Microfibre Cloth - Red & Grey G130064RG,Cleaning & Household,Mops Brushes & Scrubs,Liao,219,258,Dust Cloth & Wipes,4,Medium
485,Painting Kit,Cleaning & Household,Stationery,Doms,196,199,Colours & Crayons,4.7,Medium
517,Meswak Toothpaste,Beauty & Hygiene,Oral Care,Dabur,426.3,525,Toothpaste,4.3,Medium
534,Hair Styling Gel - High Hold With Wet Looks,Beauty & Hygiene,Men's Grooming,Man Arden,299,299,Hair Care & Styling,,Medium
535,Brazil - Single Origin Dark Chocolate,Gourmet & World Food,Chocolates & Biscuits,Toska Chocolates,320,320,Luxury Chocolates Gifts,5,Medium
536,Sesame Chikki,Snacks & Branded Foods,Indian Mithai,Paper Boat,300,300,Chikki & Gajjak,4,Medium
589,Baby Oil With Fruit Extracts,Baby Care,Baby Bath & Hygiene,Mee Mee,343.2,429,Baby Oil & Shampoo,,Medium
591,Sunlite Spray,Beauty & Hygiene,Skin Care,Aroma Magic,475,475,Face Care,,Medium
592,Max Fresh New Super Plastic Lunch Box/Tiffin Box - Blue,Kitchen Garden & Pets,Storage & Accessories,Cello,469,602,Lunch Boxes,4.5,Medium
593,Fruit Yoghurt - Mango,Bakery Cakes & Dairy,Dairy,Milky Mist,79,160,Yogurt & Shrikhand,4,Low
594,Chipotle Pepper Sauce,Gourmet & World Food,Cooking & Baking Needs,Tabasco,749,749,Curry Paste Coconut Milk,4.8,High
643,Passiflora Herb Powder - Supports Low Stress Strain & Low Blood Pressure,Beauty & Hygiene,Health & Medicine,Bixa Botanical,295,295,Ayurveda,,Medium
644,Zeb Rise Wired 1200 DPI USB Optical High Precision Mouse,Cleaning & Household,Stationery,Zebronics,168,229,Electronic Accessories,,Medium
645,Glass Cleaner,Cleaning & Household,All Purpose Cleaners,Excel Plus,129,129,Kitchen Glass & Drain,3.8,Medium
646,Aika Snack Bowl Set,Kitchen Garden & Pets,Crockery & Cutlery,Craftel,159,245,Glassware,3.9,Medium
695,Edam Ball Cheese - Diced,Gourmet & World Food,Dairy & Cheese,Fresho Signature,342,380,International Cheese,,Medium
697,Channa Masala,Foodgrains Oil & Masala,Masalas & Spices,bb Royal,21,35,Powdered Spices,4.1,Low
698,Red Pasta Sauce,Snacks & Branded Foods,Ready To Cook & Eat,Weikfield,40,40,Breakfast & Snack Mixes,4,Low
699,100% Pure Honey - Worlds No.1 Honey Brand With No Sugar Adulteration,Snacks & Branded Foods,Spreads Sauces Ketchup,Dabur,138,170,Honey,4.2,Medium
748,Flavoured Milk - Pista,Bakery Cakes & Dairy,Dairy,Heritage,96,100,Flavoured Soya Milk,4,Low
749,India's No 1 Fluoride Free Toothpaste,Beauty & Hygiene,Oral Care,Dabur Meswak,210.96,282,Toothpaste,4.3,Medium
750,Mild Cheddar - Red Portion,Gourmet & World Food,Dairy & Cheese,Grandma Singletons,449,449,International Cheese,,Medium
751,Wassup Pup Sulphate Free Puppy Shampoo,Kitchen Garden & Pets,Pet Food & Accessories,Captain Zack,390,390,Pet Cleaning & Grooming,,Medium
752,Pinnacle Pride Lunch/Tiffin Kit - Yellow,Kitchen Garden & Pets,Storage & Accessories,Pinnacle,600,600,Lunch Boxes,,High
753,Red Hot Anti Germ Mouthwash,Beauty & Hygiene,Oral Care,Closeup,185,230,Mouthwash,4.2,Medium
754,Premium Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,The Man Company,1319.4,2199,Perfume,,High
802,Hand Wash - Green Apple,Beauty & Hygiene,Bath & Hand Wash,50ap,198,198,Hand Wash & Sanitizers,,Medium
803,Energy Bar Hazelnut Magic 6 pcs + Energy Bar Oat & Apricot 6 pcs,Snacks & Branded Foods,Breakfast Cereals,On The Run,600,600,Granola & Cereal Bars,,High
804,Stevia Tablets Dispenser,Gourmet & World Food,Cooking & Baking Needs,So Sweet,120,120,Exotic Sugar & Salt,4,Medium
805,Steel Spoon set - Ice cream Monde,Kitchen Garden & Pets,Crockery & Cutlery,Anjali,115,150,Cutlery Spoon & Fork,4.3,Medium
857,Makhana - Himalayan Salt & Pepper,Gourmet & World Food,Snacks Dry Fruits Nuts,Nutty Yogi,79,79,Healthy Baked Snacks,,Low
858,Gold Flash - Mosquito Repellent Combo Machine & Refill,Cleaning & Household,Fresheners & Repellents,Good knight,160.2,178,Mosquito Repellent,4.2,Medium
859,Maharasnadi Kwath,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,175,175,Ayurveda,,Medium
860,Aloe Face Wash Gel,Beauty & Hygiene,Skin Care,Green Leaf,108,120,Face Care,3.8,Medium
910,Toothpaste - Whitening Cavity Protection 150 G,Beauty & Hygiene,Oral Care,Pepsodent,85,100,Toothpaste,4.2,Low
911,Bathing/Cleaning Bucket - With Plastic Handle Mango Yellow L1145PH-LT MY,Cleaning & Household,Bins & Bathroom Ware,Princeware,249,408,Buckets & Mugs,4.4,Medium
912,Organic Puttu - Pearl Millet,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,68,68,Breakfast & Snack Mixes,2.3,Low
963,Rejuvenating Cucumber & Aloe Vera Face Pack For Skin,Beauty & Hygiene,Skin Care,Everyuth Naturals,171,180,Face Care,4.5,Medium
964,Opalware Ivory Multiutility Bowl Set - Autumn Shadow,Kitchen Garden & Pets,Crockery & Cutlery,Laopala Diva,225,225,Plates & Bowls,,Medium
965,Cheese Crunchy Layered Crackers,Bakery Cakes & Dairy,Cookies Rusk & Khari,Malkist,140,150,Bakery Biscuits Cookies,4.5,Medium
966,Kitchen & Household Daily Cleaning - Reusable Cloth,Cleaning & Household,Mops Brushes & Scrubs,York,151.2,180,Dust Cloth & Wipes,3,Medium
967,Glass Water/Juice Tumbler - Summer,Kitchen Garden & Pets,Crockery & Cutlery,Iveo,439,485,Glassware,3.5,Medium
968,Pearl Whitening Peel Off Mask,Beauty & Hygiene,Skin Care,Glamveda,144,180,Face Care,3,Medium
1015,Vital Wheat Gluten,Gourmet & World Food,Cooking & Baking Needs,Purix,142.5,150,Baking Cake Decorations,,Medium
1016,Mealmaker - Soya Chunks,Foodgrains Oil & Masala,Dals & Pulses,Saffola,69,89,Cereals & Millets,4.2,Low
1017,Fresh Start Water Cleanser,Beauty & Hygiene,Skin Care,ColorBar,712.5,750,Face Care,5,High
1019,To Be Man Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Police,1508,2900,Eau De Toilette,,High
1068,Children's Shampoo,Baby Care,Baby Bath & Hygiene,Sebamed,192,192,Baby Oil & Shampoo,4.5,Medium
1069,Chicken OverloadÃ‚ Pizza - Large,Snacks & Branded Foods,Frozen Veggies & Snacks,HappyChef,345,549,Frozen Non-Veg Snacks,,Medium
1070,Plastic Bucket With Handle - Blue Super Saver 10170B,Cleaning & Household,Bins & Bathroom Ware,Ratan,150,150,Buckets & Mugs,4,Medium
1071,Instant Popcorn Value Pack - Cheese,Snacks & Branded Foods,Snacks & Namkeen,ACT II,100,100,Chips & Corn Snacks,4.1,Medium
1072,100% Spanish Olive Oil,Gourmet & World Food,Oils & Vinegar,Sol,4020,5025,Pure Pomace Olive Oil,,High
1120,Chota Bheem Frankie Style Long Plastic Lunch Box - With Container Fork & Spoon Assorted Colour,Kitchen Garden & Pets,Storage & Accessories,Yellow Spark,179,210,Lunch Boxes,,Medium
1121,2 Fold Umbrella - Auto-Open & Manual Close Medium Violet,Kitchen Garden & Pets,Storage & Accessories,Fendo,289,749,Umbrella,3.7,Medium
1122,Chintashoonya Ras,Beauty & Hygiene,Health & Medicine,Meghdoot,295,295,Ayurveda,,Medium
1123,Fruit Cookies - Family Pack,Snacks & Branded Foods,Biscuits & Cookies,Mcvities,233.75,275,Cookies,2,Medium
1125,Green Mint Mouthfreshener,Foodgrains Oil & Masala,Dry Fruits,Pass Pass,70,70,Mukhwas,2.5,Low
1132,Brightening Night Cream,Beauty & Hygiene,Skin Care,Kaya Clinic,617,950,Face Care,3.4,High
1174,Business Card Holder - 120 Cards,Cleaning & Household,Stationery,SRS,42,110,Notebooks Files Folders,4,Low
1176,Cool Sticks Water Bottle Ice Cube Tray - With Lid Assorted Colour,Cleaning & Household,Bins & Bathroom Ware,Nakoda,99,110,Other Plastic Ware,,Low
1177,Powder - Coriander,Foodgrains Oil & Masala,Masalas & Spices,Annapoorna,143,143,Powdered Spices,4,Medium
1178,Deltoid Lite Face Masks In Grey Knit Fabric With Binding - 1S1022 Medium,Beauty & Hygiene,Health & Medicine,3BO,245,245,Face Masks & Safety Gears,1,Medium
1179,Collagen Under Eye Cream,Beauty & Hygiene,Skin Care,INATUR,805,1150,Face Care,5,High
1180,Biscuits - Ranch,Snacks & Branded Foods,Biscuits & Cookies,Dukes,39,50,Cookies,3.6,Low
1181,Wheat Sihor,Foodgrains Oil & Masala,Rice & Rice Products,bb Royal,250,325,Poha Sabudana & Murmura,,Medium
1183,Aluminium Outer Lid Pressure Cooker - Evok,Kitchen Garden & Pets,Cookware & Non Stick,Greenchef,899,1125,Pressure Cookers,,High
1186,Rose Woman Deodorant,Beauty & Hygiene,Fragrances & Deos,Nike,223.2,279,Women's Deodorants,3,Medium
1228,Instant Mix - Ragi Idli,Snacks & Branded Foods,Ready To Cook & Eat,FarmVeda,65,65,Breakfast & Snack Mixes,4.5,Low
1229,Strong Teeth Anticavity Toothpaste With Amino Shakti - Saver Pack,Beauty & Hygiene,Oral Care,Colgate,344.96,434,Toothpaste,4.3,Medium
1230,Vanilla-Infused Honey,Gourmet & World Food,Sauces Spreads & Dips,Honey Twigs,102,120,Honey & Maple Syrup,3.4,Medium
1231,Kapadwanj Bohra Kaari Spice Blend,Gourmet & World Food,Cooking & Baking Needs,Cafe Junyali,395,395,Curry Paste Coconut Milk,,Medium
1283,Namkeen - Corn Mixture,Snacks & Branded Foods,Snacks & Namkeen,Sanjay,65,65,Namkeen & Savoury Snacks,3.7,Low
1284,Signature Gold Temptation,Beauty & Hygiene,Fragrances & Deos,Axe,200,250,Men's Deodorants,3,Medium
1285,Keto Namak Paare,Gourmet & World Food,Snacks Dry Fruits Nuts,Ketofy,499,499,Healthy Baked Snacks,,Medium
1286,Grand'Or Almonds,Gourmet & World Food,Chocolates & Biscuits,Heidi,290,290,Marshmallow Candy Jelly,,Medium
1287,Gluten-Free Singhara Atta,Gourmet & World Food,Cooking & Baking Needs,Graminway,259,259,Flours & Pre-Mixes,4.7,Medium
1337,Opalware La Opala Dinner Set WL - Scarlet Bloom,Kitchen Garden & Pets,Crockery & Cutlery,LaOpala,1919,2395,Dinner Sets,3.6,High
1338,T & G Adv. Sun Care Daily Moisturising Lotion - SPF 30,Beauty & Hygiene,Skin Care,Revlon,172.5,230,Face Care,,Medium
1339,Premium Cat Food - Tuna Filets & Whole Prawns In Gravy,Kitchen Garden & Pets,Pet Food & Accessories,SHEBA,80,80,Pet Meals & Treats,4.5,Low
1391,Antioxidant Mix 125 gm + 5-in-1 Super Seeds Mix 125 g,Gourmet & World Food,Snacks Dry Fruits Nuts,True Elements,280,298,Roasted Seeds & Nuts,,Medium
1392,Egg Curry Masala,Foodgrains Oil & Masala,Masalas & Spices,Keya,60,120,Blended Masalas,4.2,Low
1393,Natura Low Calorie Sweetener,Foodgrains Oil & Masala,Salt Sugar & Jaggery,Sugar free,150,150,Sugarfree Sweeteners,4.2,Medium
1399,Wine Fairness Facial Sheet Mask EX,Beauty & Hygiene,Skin Care,Mirabelle,77.35,119,Face Care,4,Low
1444,Serie Expert Inforcer Masque,Beauty & Hygiene,Hair Care,LOreal Professionnel,820,820,Hair & Scalp Treatment,3.5,High
1445,Bar Cake - Vanilla,Bakery Cakes & Dairy,Cakes & Pastries,Elite,30,30,Tea Cakes & Slice Cakes,4,Low
1447,Organic Sprouts Moong Green,Fruits & Vegetables,Cuts & Sprouts,Fresho,29,36.25,Fresh Salads & Sprouts,,Low
1448,FunFoods Pasta Alfredo With Cheese,Snacks & Branded Foods,Spreads Sauces Ketchup,Dr. Oetker,119,119,Tomato Ketchup & Sauces,4.1,Medium
1449,Good Bite Natural - Beef,Kitchen Garden & Pets,Pet Food & Accessories,Ferplast,540,540,Pet Meals & Treats,,High
1496,Lather Shaving Cream - Good Morning,Beauty & Hygiene,Men's Grooming,Park avenue,55.2,69,Shaving Care,4.3,Low
1497,Container - Polka Print Assorted Colour,Kitchen Garden & Pets,Storage & Accessories,Swastik,110,110,Containers Sets,3.2,Medium
1549,Vinaigrette Dressing,Snacks & Branded Foods,Spreads Sauces Ketchup,Veeba,109,109,Dips & Dressings,4.4,Medium
1550,100% Pure Organic Honey - Acacia,Gourmet & World Food,Sauces Spreads & Dips,NUTRIWISH,400,400,Honey & Maple Syrup,3.7,Medium
1551,Olive Oil - Extra Virgin,Gourmet & World Food,Oils & Vinegar,Oleiva Gold,693,693,Extra Virgin Olive Oil,1,High
1603,Aloevera Litchi Ice Tea,Beverages,Tea,Wagh Bakri,90,90,Leaf & Dust Tea,3,Low
1604,Stainless Steel Tri-Ply Deep-Fry Pan/Kadhai - 26 cm SSD25,Kitchen Garden & Pets,Cookware & Non Stick,Hawkins,1599,1775,Kadai & Fry Pans,4.4,High
1605,Blueberries - Dried Premium Californian,Gourmet & World Food,Snacks Dry Fruits Nuts,Happilo,727.5,970,Dry Fruits & Berries,,High
1606,Fresh Chicken Curry Cut Bone In,Eggs Meat & Fish,Sausages Bacon & Salami,Meatzza,175,175,Chicken Sausages,,Medium
1607,Soap - Saffron,Beauty & Hygiene,Bath & Hand Wash,Lux,99,99,Bathing Bars & Soaps,4.3,Low
1656,Gluten Free Instant Spaghetti - Beetroot,Gourmet & World Food,Pasta Soup & Noodles,NutraHi,85,85,Pastas & Spaghetti,3.2,Low
1658,Organic - Cumin Whole,Foodgrains Oil & Masala,Organic Staples,Phalada Pure & Sure,75,75,Organic Masalas & Spices,4.2,Low
1708,Chemystery EDP Woody Perfume For Men,Beauty & Hygiene,Fragrances & Deos,Ajmal,1404,1800,Eau De Parfum,,High
1709,Plastic Micro-vent Mix Container - Green,Kitchen Garden & Pets,Storage & Accessories,Flair,159,250,Containers Sets,,Medium
1760,Puppy Wet Dog Food - Chicken & Liver Chunks Flavour In Gravy With Vegetables,Kitchen Garden & Pets,Pet Food & Accessories,Pedigree,171.5,175,Pet Meals & Treats,4.7,Medium
1761,Jowar & Sweet Potato Cake Mix - Espresso Coffee,Gourmet & World Food,Cooking & Baking Needs,Serapheena,249,249,Flours & Pre-Mixes,5,Medium
1762,Ready to Drink Coffee Flavoured Milk - Intense Cappuccino,Bakery Cakes & Dairy,Dairy,Nescafe,45,50,Flavoured Soya Milk,4.2,Low
1765,Glymin Tablet,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,440,440,Ayurveda,,Medium
1812,Sheamoist Shea Butter & Real Strawberry 24 Hrs Moisturiser,Beauty & Hygiene,Skin Care,Lotus Herbals,168.75,225,Face Care,4.2,Medium
1814,OvenOrg - Organic Mixed Millet Biscuits,Foodgrains Oil & Masala,Organic Staples,PRISTINE,95,95,Organic Dry Fruits,4.5,Low
1815,Panty Liners - Intima Large,Beauty & Hygiene,Feminine Hygiene,Bella,124,124,Panty Liners,4.3,Medium
1817,Artisan Bread Flour,Gourmet & World Food,Cooking & Baking Needs,Bobs Red Mill,600,600,Flours & Pre-Mixes,5,High
1864,Sun + Pollution Protection SPF 30 Body Lotion,Beauty & Hygiene,Skin Care,Vaseline,243.75,375,Body Care,4.3,Medium
1865,Bio Berry Sensitive Mommy & Baby Bubble Bath,Baby Care,Baby Bath & Hygiene,BIOTIQUE,74.25,99,Baby Bath,4.8,Low
1866,Best Friend Fresh & Easy Silica Cat Litter,Kitchen Garden & Pets,Pet Food & Accessories,Petcrux,1175,1175,Pet Meals & Treats,,High
1867,Evoke Silver Edition Perfume Deodorant For Men,Beauty & Hygiene,Fragrances & Deos,Ajmal,255,399,Men's Deodorants,3.8,Medium
1868,Lex Cream Sandwich Biscuits - Choco Flavour,Gourmet & World Food,Chocolates & Biscuits,Samudra,169,169,Cookies Biscotti Wafer,4.3,Medium
1917,Hot Wings Sauce,Snacks & Branded Foods,Spreads Sauces Ketchup,Bechef,160,200,Tomato Ketchup & Sauces,4.3,Medium
1918,Hair Naturals - Soothing Conditioning Gel,Beauty & Hygiene,Hair Care,Kaya Clinic,926.5,1090,Shampoo & Conditioner,,High
1919,BB Home Loofah Light Pink BH008 LPNK 1 pc+Nivea Shower Gel Body Wash Women 250ml,Beauty & Hygiene,Bath & Hand Wash,bb Combo,278,348,Bathing Accessories,,Medium
1920,Instinct Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,David Beckham,2320,2900,Eau De Toilette,4.8,High
1921,Jumbone Mini Adult Dog Treat - Chicken & Lamb (4 Treats),Kitchen Garden & Pets,Pet Food & Accessories,Pedigree,760,800,Pet Meals & Treats,,High
1922,Magic Seal Square Storage Plastic Container - Royal Blue,Kitchen Garden & Pets,Storage & Accessories,Polyset,129,209,Containers Sets,3.9,Medium
1969,Revitalift Intensive Repairing Essence,Beauty & Hygiene,Skin Care,Loreal Paris,925,925,Face Care,,High
1970,3 Layer Gum - Sugarfreee Strawberry Flavour,Snacks & Branded Foods,Chocolates & Candies,Center Fresh,21.25,25,Toffee Candy & Lollypop,4.5,Low
1971,OH! Pleasure Gel for Women,Beauty & Hygiene,Health & Medicine,Skore,500,500,Sexual Wellness,1,Medium
2024,Aloe Mint Face Wash - For Radiant Glowing Healthy Skin Aloe Vera Neem & Mint,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,60,60,Ayurveda,,Low
2026,Protein Bars - Peanut Cocoa,Gourmet & World Food,Cereals & Breakfast,The Whole Truth,85,100,Cereal & Granola Bars,5,Low
2027,Pineapple - Chunks Single Serve,Fruits & Vegetables,Cuts & Sprouts,Fresho,19,23.75,Cut Fruit Tender Coconut,,Low
2028,Crunchy Cereals With Fruits,Gourmet & World Food,Cereals & Breakfast,SnackAmor,189,189,Cereal & Granola Bars,,Medium
2029,To Be Woman Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Police,1843.21,3200,Eau De Parfum,,High
2030,Multi Grain Idli Dosa Batter,Snacks & Branded Foods,Ready To Cook & Eat,Rishta,76,105,Breakfast & Snack Mixes,4.1,Low
2031,Ready Mix - Chettinad Kara Kulambu,Foodgrains Oil & Masala,Masalas & Spices,Annapoorna,23,23,Blended Masalas,4.5,Low
2077,Potato Crisps Pizza flavour,Snacks & Branded Foods,Snacks & Namkeen,Pringles,91.08,99,Chips & Corn Snacks,4.1,Low
2078,Flaxseed Oil - Cold Pressed,Gourmet & World Food,Oils & Vinegar,Health 1st,595,595,Flavoured & Other Oils,4.1,High
2079,Coffee - Rich Aroma,Gourmet & World Food,Drinks & Beverages,Davidoff,550,550,Coffee & Pre-Mix,,High
2129,Moonfils Veg - Choco,Bakery Cakes & Dairy,Cakes & Pastries,Bauli,15,15,Tea Cakes & Slice Cakes,4.1,Low
2130,Popcorn - Extra Butter,Gourmet & World Food,Snacks Dry Fruits Nuts,American Garden,240,240,Gourmet Popcorn,,Medium
2131,Organic Ginger Sliced,Foodgrains Oil & Masala,Organic Staples,MeraKisan,56,56,Organic Masalas & Spices,3.8,Low
2132,The Gold Facial Kit,Beauty & Hygiene,Skin Care,Natures Essence,80,80,Face Care,1,Low
2177,Assam Tea,Beverages,Tea,Twinings,625,625,Tea Bags,4.8,High
2182,Steel Lunch Box/Tiffin Box - Duo Star Pink Opaque,Kitchen Garden & Pets,Storage & Accessories,Signoraware,690,690,Lunch Boxes,2.4,High
2183,Baby Premium Feeding Bottle - Glass Green MM-GP 8A,Baby Care,Feeding & Nursing,Mee Mee,329,329,Sippers & Bottles,4.4,Medium
2184,Precious Brightening Face Wash,Beauty & Hygiene,Skin Care,Lotus Organics+,408,480,Face Care,3,Medium
2185,Active Salt Toothpaste - Lemon,Beauty & Hygiene,Oral Care,Colgate,84.8,106,Toothpaste,4.4,Low
2186,Madhushoonya Tablet,Beauty & Hygiene,Health & Medicine,Meghdoot,195,195,Ayurveda,,Medium
2187,Plum Sauce,Gourmet & World Food,Sauces Spreads & Dips,Woh Hup,220,220,Thai & Asian Sauces,4,Medium
2237,Beard Balm - Soften & Moisturizes,Beauty & Hygiene,Men's Grooming,Man Arden,284,349,Moustache & Beard Care,,Medium
2238,Butter Cookies Premium Collection,Gourmet & World Food,Chocolates & Biscuits,Sapphire,425,425,Luxury Chocolates Gifts,2,Medium
2240,Fruit Power - Orange,Beverages,Fruit Juices & Drinks,Real,176.4,220,Juices,,Medium
2241,Bhringraj Oil,Beauty & Hygiene,Skin Care,INATUR,562.5,750,Aromatherapy,,High
2243,Opalware Classique Dinner Set - Dazzle Purple,Kitchen Garden & Pets,Crockery & Cutlery,Laopala Diva,695,695,Dinner Sets,5,High
2244,Meat Jerky Stix - Roasted Lamb Flavour For Adult Dogs,Kitchen Garden & Pets,Pet Food & Accessories,Pedigree,1170,1560,Pet Meals & Treats,4.8,High
